content,score
"O aplicativo é ótimo, super útil e eficaz, mas atualmente está bem lento e não muito funcional, sobretudo na hora de selecionar os produtos pra sacola.",4
"a ideia é ótima ... já fiz vários pedidos pelo app, único ponto negativo, é que todos os pedidos, o entregador sai com mais de uma entrega, se o intuito é entregar gelado, porque não faz uma entrega por vez?.",4
"Boa tarde. Poderia prestigiar os clientes mais assíduos e também melhorar a forma de se cadastrar, porque quero mudar o meu telefone e não consigo. Agradeço muito a oportunidade de poder expressar minhas necessidades e também minha avaliação 😃",4
"App legal, porem não está cadastrando o cartão american express.. não tem algumas marcas de cerveja (ex: Heineken). No mais, o app é rápido na entrega aqui na minha cidade.",4
entrega rápida. preços super em conta. somente o aplicativo que poderia ser mais rápido trava bastante.,4
Falta ao consumidor a possibilidade de modificar a avaliação do estabelecimento. Me enganei e apertei estrelas a menos que eu gostaria de dar e não há como corrigir.,4
"aplicativo um pouco lento na hora de escolher item ,. outra situação é que não tem opção de escolher lojas de compras. dos item .fora isso ,tá bom .",4
"Ótima opção para receber bebidas em casa. Infelizmente, nem todo entregador atende bem. A grande maioria é atenciosa. Os preços são justos.",4
"✌️ infelizmente não trabalha com as 0,0 álcool totalmente matura da Heineken.. e a 0 da Buddy.. as outras '0' são interrompidas no meio do processo (7dias) mas a Heineken deixa completar 15dias e depois usa outro processo pra eliminação do álcool, o q resulta uma cerveja maturada, suave, maravilhosa!! e sem prejuízos p/saúde.. também diminui uma estrela pq é mal feito logo no inicio, uma mensagem maior q a tela q não dá pra dar OK.. e por isso não dá pra entra no App!!!!!!!....",4
Ainda precisa refinar um pouco a busca de endereço.,4
taxas podiam ser melhores e valores com mais desconto,4
É lento e trava muito.,4
"É a primeira vez que faço pedido, gostaria de fazer um vínculo, pra que quando não queira dirigir pra comprar, poderia pedir à vcs. Eu quero 4 budweiser, somente. Qualquer fode pagamento. Pode ser em dinheiro. Meus colegas falam muito bem, quais são bem receptivos, que a bebida chega no tempo certo, a pessoa atende é atenciosa, e o entregador é educado, sempre cordial, se pedir troco, sempre com os valores exatos da pra perceber que não é bebida resfriada e depois congelada, sem falar no temp",4
"tem que instruir mais os entregador, colocar uma taxa para ele subir até o AP.",4
"O app é bom, porém falta suporte ao talk back tornando pouco acessível a quem tem deficiência visual",4
muita menchagem poderia deminuir um pouco,4
Bom,4
bom,4
"Bom aplicativo , mas em algumas vezes muito lento.",4
"Só não dou 5 estrelas por infelizmente as cervejas estarem um pouco caras , ai sem cupom ou promoções não compensa comprar.",4
"Gostaria de reclamar acerca do meu saldo de Cashback, que sumiu da minha carteira, mesmo sem eu ter usado!",4
"muito bom, mas já foi melhor",4
Poderia deixar para o cliente decidir se quer que seja pública ou não.,4
"Aplicativo lento. Mas entrega super rápida, bebidas bem geladas e cupom de desconto.",4
maravilhoso,4
cerveja um pouco quente,4
preços não são muito bons,4
veio uma latinha da original vazia,4
"a interface é meio lenta, mas intuitiva",4
Na minha localização falta lugares que entreguem coca zero.,4
precisa atualizar demora muito e trava para fazer algum pedido e navegar no site,4
não estou conseguindo pagar pelo aplicativo,4
mão na roda!,4
precisa melhorar os preços,4
poderia ser mais gelada,4
"o app é bem lento, tirando isso é muito bom",4
É lento e trava muito.,4
"O feedback enviado ao fornecedor local é inconviente, o atendente pode não ser experiente em lidar com o público ou incompetente emocionalmente ao líder com as críticas. Apesar do app ser bem otimizado, sou obrigado a diminuir a avaliação devido ao desaforo no pós venda por parte do distribuidor local. .Edit: Grato pelo ressarcimento imediato do pix após cancelamento da compra e pelos cupons. Tá aí a nova nota .",4
Falta melhorar velocidade do app.,4
Aplicativo e bom poderia melhorar ainda mais se ficasse mais rápido pq demora de mais pra carregar as coisas poderia ter mais produtos para vendas também ia ajudar muito,4
gostei muito de comprar,4
"Fica um pop-up chato de outubro sobre o show do tardezinha. Tirando isso, tudo ok.",4
"mesmo com o aumento de preço, mas ainda sim continuar em conta as vezes.",4
ótimo,4
falta as bebidas chegarem mais geladas,4
Gostaria que tivesse opção para escolher se entregador aceita subir ou não. As vezes não tenho como descer e tenho que cancelar.,4
"hj mim deixou com muita raiva, perdi meu bônus de 30 reais pq cancelou meu pedido no ato de uma entrega 😡",4
"Estabelecimento agiu de má fé comigo, não entregaram o pedido e eles muito atenciosos fizeram o estorno. Seria bom se tivesse como avaliar os lugares para evitar transtornos como esse.",4
"Só não vou avaliar com 5 estrelas ,porque por duas vezes deu problema na entrega, apareceu pedido entregue, sem entrega.😕",4
"O aplicativo trava um pouco, mas cumpre com o que promete! só falta um espaço pra poder dar gorjeta pro maior alicerce de todo delivery: o/a entregador(a). De resto tá top.",4
o app aceita algumas empresas que não tem a qualidade que o cliente merece.,4
Bacana,4
"um pouco lento desde sempre, mas no geral é bom",4
as vezes as distribuidora demora pra abrir,4
"foi difícil de instalar, mas agora está legal.",4
"só não dou 5 estrelas porque no bairro onde moro não tem Zé delivery, só consigo usar quando estou em outros bairros.",4
"no geral é bom, mas desde a última atualização está travando muito, especialmente ao pagar por pix.",4
achei um pouco mais lento hoje,4
"Na categoria Runs, Licores e Aperitivos não tem rum, só tem conhaque Dreyer e não tem tequila. Edit: Agora já tem rum Bacardi e tequila José Cuervo, mas ainda não tem um conhaque bom.",4
aplicativo está lento,4
"Boa, ideia É uma Blackfriday, seria interessante na aba promocional aparecer o desconto de cada item, pra gerar confiança de descontos para o consumidor final.",4
esperiencia pouca o primeiro pedido falhou a entrega não veio mas o segundo tranquilo,4
"uma Bagunça os cupons,ainda mais esses que vc troca pontos. não colocam o que prometem. Fora que agora colocam em horário de pico e calor,só cervejas que a gente não tem o hábito de comprar,se quiser comprar a sua preferida,tem que comprar um dia antes!!!",4
"Só dei 4 estrelas pq poderia entregar até mais tarde! Não tenho nada a reclamar do entregador, pois ele foi muito rápido e educado!! Nota 1000 e 5 estrelas para o entregador e um pouco menos pro Zé Delivery só por pecar no horário final da entrega. A ""crítica construtiva"" segue para q o Zé Delivery reveja o horário final das entregas! Zé... pode entregar até às 5h no fim de semana q eu tenho certeza q entregador e clientes não vão faltar! Afinal, quem não ama uma saideira às 6h da manhã?",4
massa esse app por entregar as bebidas geladas Mais se torna caro pq as bebidas já tem o preço elevados e ainda tem o frete q ainda é caro aí fica puxado,4
maravilhosos,4
"7 z6ul,, y nm.m,.,isxexos",4
bom,4
"Bebida gelada, entrega rápido e produtos de qualidade.",4
tem q canela taxa d entrega ficaria bem melhor,4
Chateada pq meus pontos sumiram e tive que recomeçar td de novo. inclusive pedi sábado cerveja e aqui mostra que pedi em fevereiro. Geralmente amo o Zé!,4
Só acho que tem pouca variedade de cerveja,4
já foi melhor,4
ótimo atendimento,4
lugares que só vende agua,4
"4 estrela pq toda terça q eu quero tomar uma cervejinha n está disponível na minha região. Sendo q, eu sempre peço sexta, sábado e domingo e sempre tem. Resolvam isso, pq eh preciso da minha cerveijinha. Obrigado",4
faltando mais promoções,4
demorou muito,4
preço Justo,4
"melhorar a questão da localização. De resto, app é ótimo!",4
um pouco caro,4
Suporte bem ruim! (Nunca respondem ou retornam).,4
o valor máximo podia ser um pouco mais em conta de resto é ótimo,4
poderia ter mais promoção,4
"App é bom, porém as variedades são poucas ou até mesmo exclusivas para algumas marcas, o que não condiz com as adegas.",4
falta mais cupons acessíveis RS se não seria 5,4
as vezes eu acompanho o aplicativo e não roda em real estou esperando e derrepente já chegou e o aplicativo fica parado,4
geladaaaaa,4
um pouco complicado para achar as bebidas desejadas,4
pouca promoção boa,4
"muito bom, só falta melhorar os preços!",4
o aplicativo está muito lento,4
"Poderia ser mais específico, quando se coloca o nome da cerveja na pesquisa.",4
👍🏼👍🏼,4
"de vez em quando apresenta alguns problemas mas, entrando em contato com o atendimento consegue resolver.",4
"Ainda trava um pouco mas, atende as expectativas.",4
Muito a baixo da madia,4
"alguns produtos não aparecem no aplicativo de mesma localização, mais em celulares diferente entre as pessoas.",4
Comecei hj... Vamos ver em outros momentos. \0/!!,4
muitas vezes o pedido cai longe de sua casa. aí demora a entrega.,4
"tem que instruir mais os entregador, colocar uma taxa para ele subir até o AP.",4
"da ora bom ,pra que não quer sair de casa..show",4
muito lento com muita publicidade,4
"deveria ter mais opções de frete grátis, e cupons de desconto.. igual a shoppe",4
taxa de entrega mais baixa nos dia de segunda até quarta-feira,4
Houve um aumento de preços sem um aviso prévio.,4
Nunca tive problemas com o aplicativo! De ontem pra cá não estou conseguindo usar!!,4
"Não sei porque, mas é a terceira vez que tenho que cadastrar o cartão novamente",4
É o app maravilhoso mas tem que aceitar pix,4
"Gosto do aplicativo,mas saiu do login e não consigo mais entrar.",4
Muito bom,4
Rápido e prático,4
aplicativo está muito lento,4
só falta as cervejas vir um pouco mais gelada pois em dia de muita demanda ainda tenho que colocar no freezer um pouco. fora isso o restante como rapidez e logística está de parabéns....,4
ótimo app,4
"O aplicativo funciona muito bem ... porém, quando acompanhamos a entrega muitas vezes o entregador está parado em algum lugar e quando derrepente está apertando a campanhia da casa. Acredito que, o GPS do Zé Delivery deva acompanhar algum instrumento de localização do ""entregador"" e que não está bem aferido ou sincronizado. No demais, parabéns!",5
"Relato em 2020 - Entrega super rápida, cerveja gelada e entregador educado. Porém, falta opções de aperitivos que posso dar sugestão kkkkk Relato 2023 - App super lento, pois para fazer uma compra o tempo de espera de um item e outro é gigante (ponto negativo). Vários aperitivos e até opção de churrasco (ponto positivo). Não consigo usar o cash back e alguns cupns (mesmo pq essa modalidade é uma lentidão). ENTRETANTO, vou continuar usando, por que ""Se não tem tu, vai tu mesmo!"" rsrs fazer o quê",5
"nada a acrescentar, fui muito bem atendido desde o app em si até o momento da entrega, foi rápido e a cerveja chegou bem gelada, sem falar no entregador que foi super educado!!!! parabéns Zé!!!!",5
"O app é muito bom, porém, meu Cashback que estava pendente, após os 3 dias, simplesmente evaporou!!! Paguei no cartão de crédito direto no aplicativo, como manda a regra. O que tem a me dizer, seu Zé Delivery?",5
"Nova avaliação, O aplicativo ao escolher as Bebidas agora travando muito, Porém o atendimento ao Cliente Continue em Ordem. Só pelo aplicativo lento a nota é 8.9 . O motoboy sempre foram gente boa então 10.",5
"Minha primeira experiência foi ótima, o valor da bebida com o do mercado em promoção foi de vinte centavos de diferença. Espero nunca me decepcionar com esse app.",5
Amei. Super prático e rápido. Solicitei vários tipos e marcas diferentes de bebida. Entregou tudo certinho. Além de ter o preço justo.,5
"muito bom, excelente aplicativo, entregas rápidas, cerveja gelada, variedade, promocoes, preço barato, o aplicativo gera pontos, é possivel trocar esses pontos por mais bera, tipo melhor aplicativo para degustar de um bom gole, até vinho tem, cerveja já vem gelada, baixem o app e comprem por ele, não erro, fácil",5
Aplicativo muito bom sempre atendeu minhas necessidades alcoólicas com velocidade e eficiência. Sempre recomendo para amigos e até para os inimigos kkkkk,5
"Toda vez que tive problemas com entregas, o suporte e solução foi imediata. Zelar pelo cliente final é a diferença.",5
"Bom app, porém, nas últimas semanas os preços estão mais altos que no supermercado e ainda tem o frete. Promoção + por - não funciona, pelo menos pra mim.",5
"Qualidade,agilidade e rapidez nas entregas. Todos os produtos divulgados encontra se sempre para entrega. Não ha falhas...",5
"melhor aplicativo. agora só falta ter disponibilidade de mais horários. Tem vez que não está disponível, mesmo já passando das 9h da manhã onde os estabelecimentos já estão abertos durante semana. Aos finais de semana sempre tem.",5
"O aplicativo no geral funciona muito bem, muito intuitivo. Uso com frequência e a única coisa que falha as vezes (não sempre) é a localização em tempo real do entregador. Fora isso o Zé é top. Entregas Rápidas, bebida sempre gelada.",5
"O app está mandando os entregadores para um endereço que não é o meu, não está priorizando a marcação do mapa e indica outra rua com o nome parecido, já tive pedidos cancelados por esse motivo.",5
"meu parceiro Zé. sempre compro no APP nunca tive problemas, cervejas sempre geladas vinho em temperatura ambiente, e entregas rápidas e com muito cuidado, sem contar os preços que são muito bons.",5
"Muito prático. Só compro quando realmente vou consumir. Não preciso ter estoque em casa. E o preço é razoável, mais barato do que se eu sentar num bar.",5
"Bom eu particularmente não tenho nada a reclamar sobre o aplicativo, queria dar a sugestão de que vende em cigarros também, sendo um app que simula um bar é apenas isso que falara, seria ótimo para usuários fumantes.",5
"cliente satisfeita com variedade de produtos, um app prático de usar e com uma rapidez na entrega , sem falar no cuidado do entregador parabéns a todos pelo excelente atendimento.",5
"chegou rápido. Só faltou o app aceitar pagamento pelo Google pay. Cerveja sem álcool, só deve ser unidade . pack de 24? Não dá, né? 🤣",5
só acho que poderíamos escolher a distribuidora para a entrega. tem algumas que são péssimas e não temos a opção de escolher.,5
Aplicativo bem intuitivo e de fácil uso. Permite o pagamento no ato de entrega e funciona 24h. Gostei da experiência,5
"App organizado, com produtos variados e sempre nos agraciando com cupons de desconto. ZÉ É TOP.",5
"não compro mais em lugar algum. além do preço de vocês serem ótimos, ainda entregam bem gelada e muitas vezes antes do horário estipulado",5
"aplicativo muito bom, só não gosto quando chega determinados horários e não tem mais nenhum ponto de venda disponível na minha região.",5
"Muito bom! estou gostando da experiência com o Zé delivery, entrada com muita precisão, otima comodidade ao cliente, estou bastante grato.",5
minha primeira experiência impressionante. moro em lugar de difícil acesso e a entrega foi perfeita. parabéns ao entregador!!!!!,5
"Infelizmente o aplicativo está horrível, não tem mais como usá-lo pois só dá erro. Espero que solucionem o problema pois já foi bom esse aplicativo.",5
sempre tem cupom. uma pena o cash back sem enrolado. podia mostrar tempo de entrega antes de finalizar pedido. só libera apos pagamento,5
App fácil de entender e finalizar o pedido. Parceiros sempre atendem rápido meu pedido pelo menos na minha área e sempre bem gelada! Peço sempre!,5
"Ótimo app, receber bebidas no conforto de nossas casas é surreal, ótimos estabelecimentos, entregas super rápidas.",5
"A entrega geralmente é muito ágil e as bebidas sempre chegam bem geladas, aqui na zona sul de Porto Alegre o app funciona muito bem🤘🏻",5
"Hoje fiz o meu primeiro pedido e no momento só tenho elogios, tanto para o aplicativo quanto a distribuidora. Entrega super rápida!",5
"parabéns ao criador do aplicativo, e tudo de bom, ótimos parceiros com entrega rápida, bebida gelada e preço justo.",5
Está sendo tranquilo usar o aplicativo! Que as próximas atualizações acompanham o ótimo trabalho até aqui. Parabéns!,5
um App intuitivo com uma boa interface. Mudou um jeito de pedir bebida.,5
"muito bom, entrega rápido e bebidas geladas, valores as vezes abaixo do mercado. app de parabéns. entregadores super educados.",5
"App maravilhoso , aconteceu um equívoco , tava travado meu celular , o pedido chegou bem rápido. Preço justo. Cerveja gelada",5
"Gostei muito do Zé Delivery por ter sido atendida rapidamente, com cerveja super gelada, o entregador muito educado, assim vou usar sempre. por apreciar muito um bom atendimento, muito obrigada",5
"pela primeira vez que eu pedi, por indicação de um amigo, gostei nota dez pela rapidez. só não chegou muito gelada, mais não tem problema.",5
"Tentei encontrar uma forma de falar com vocês, mas no app não tem essa opção, mas era para dar um sujestão, mas especificamente sobre o ze compensa, na hora de registrar o qr code da tampinha devia ter a opção de ativar o flash, pq de noite é quase impossível de registrar a tampinha. ( Atualizando esse feedback feito a umas semanas atrás: parabéns resolveram o problema da falta do flash nao scaner das tampinhas.",5
poderia ter a opção de pagamento online e a bebida vir um pouco mais gelada nesse calor....o aplicativo é bom. ..fácil de usar,5
"Primeira compra, simplesmente sensacional! Fiz o pedido e recebi em 15 minutos! Parabéns a todos!",5
"muito bom comprar nesse app, sempre rápido ela cerveja sempre gelada ,os preços são bons.",5
"as vezes a cerveja chega quente, mas não tem preço a praticidade de receber em casa muito obrigada",5
aplicativo maravilhoso... quebra um galho daqueles ... agente não tem a necessidade de dirigir até um estabelecimento pra comprar e até agora as cervejas tem chegado geladissima,5
Bebidas sempre chegam geladinhas! atendentes muito educados e simpáticos. preços bons! Recomendo!,5
abaixei o app rápido....fiz meu cadastro....fiz o pedido....ganhei desconto....a entrega rápida demais....foi indicado por um amigo,5
"Excelente, a cerveja vem até com gelo, melhor custo beneficio, só deveria melhorar para atualizar o saldo do cashback",5
"Simplesmente o melhor aplicativo de entrega de bebidas do Brasil, entregas rápidas e bebidas geladas.",5
"De fácil navegação, e comprometimento com o consumidor. Recomendo!",5
"já fiz 2 pedidos de bebidas e sempre muito rápido achei perfeito, esse aplicativo é ótimo, adorei",5
"tudo de bom, entregas rápidas e as bebidas vem sempre geladas.",5
muito bom! otimos preços e facilidade no pedido e entrega,5
super recomendo top demais. rapidez na entrega e preço bom.,5
Boa noite muito bom e rápido preço da cerveja ta acessível pena que ta cobrando taxa de entrega,5
"muito boa as variedades de cerveja, bem gelada e entrega super rápido",5
"Parabéns.otimo aplicativo, o socorro no momento e na hora certa, com custo top.",5
"sempre mega rápido e gelado, preços competitivos. ótimo app",5
"Pagar com Pix não tem preço, muito bom e fácil.",5
"ótimo atendimento, rápido e cuidado na hora da entrega, entregador bem educado",5
"app muito bom, varias promoções e cupons de desconto maravilhoso adorei",5
gosto da liberdade de escolher com calma meu pedido e poder fazer o pagamento com tantas opções.,5
"Cerveja gelada ,preço ótimo e entrega rápida.",5
"muito bom, tomara q mais comércios aderi o Zé delivery... pq ele muito top.",5
"Muito bom, prático e promoções ótimas. Continuem melhorando.",5
Entrega rápida e o entregador fez o que tinha que ser feito. De boa .,5
"eficientes rápidos☝🏿gostei,pena que nunca trazem em temperatura ambiente",5
"Preço justo, rápido e ótimo atendimento.",5
"o app é bom porém tem hr q da uns erros não entendo por q do nd msm sem a gente fazer nd, mas tirando isso é perfeito sempre gosto de pedir, arrumando esses problemas aí vai ficar espetacular",5
"Atendimento rápido, bebida gelada e equipe atenciosa.",5
"Excelente aplicativo, entrega rápida, bebidas geladinhas!",5
"o aplicativo é descomplicado, nunca tive problema com a entrega, mas ficou um tempo fora, e fez falta, sou cliente assídua",5
Alguns distribuidores não tem todas as opções de cerveja que mostra na home . Mas a entrega é garantida e rápida tbm.,5
"Tem que melhorar a parte de cupons, mas a entrega e preço são otimos",5
"zé vcs são top o desenvolvedor caprichou ,compramos sempre pelo App rápido e todos produtos chegam sem nenhum tipo de transtornos, valeu zé Tami junto e tchau brigado",5
interativo e muito satisfatório opção ótima pra ficar no conforto de casa e receber os pedidos !!,5
o melhor aplicativo! Sem contar que resolve qualquer problema bem rápido...,5
"Recebi minha breja gelada em menos de meia hora, com um preço justo e um atendimento cordial. Recomendo muito o App do Zé delivery para quem quer praticidade e qualidade na hora de pedir uma cerveja.",5
bom muito bom !!! excelente sobra faltando promoção da Patagônia..!!!!,5
"Uma pena nao venderem Heineken, mas os preços sao bons e sempre vem gelado. É uma mão na roda sempre",5
Muito bacana e funcional. pediu e chegou rapidinho.,5
app excelente. só não entendi porque não consigo colocar 2 sucos de uva de marcas diferentes no carrinho.eprecoa podem ser melhores,5
"obrigado por sempre proporcionar momentos em família, com as melhores opções de bebidas bem geladas, e com entregas rápidas.",5
"Ótimo aplicativo, mas agora fui comprar algumas bebidas e simplesmente o app não quer abrir, do nada, vou ter que desinstalar.",5
"Parabéns pelo app, preços agradáveis, muitas opções, e sempre nos ajudando quando queremos uma gelada!",5
"facilidade, rapidez e bom atendimento",5
"rapidez e agilidade são os pontos fortes, gostei bastante, tá de parabéns pelo bom serviço prestado",5
aplicativo muito prático. adoro a praticidade de comprar minhas bebidas geladas no conforto da minha casa.,5
Sem comparação. Aplicativo muito bom mesmo e as entregas são rápidas.,5
Precisa ter mais promoções. Forte Abraço!,5
"toop rápido , prático e preço bom",5
muito bom mais a distribuidora está agindo errado pois o pedido foi 12 cervejas isso veio certo mais o refrigerante não vieram como solicitado totalmente diferente do solicitado no app.,5
top de mais entrega rápida e gelada de qualidade ótimas parabens,5
aplicativo facil de usar e entrega a jato. menos de 10 minutos.,5
O aplicativo e muito bom porem depois que pediram pra atualizar ele nao entra mais dis que esta dando problemas Oq esta acontecendo com o aplicavo ate do meus amigos estao bugando,5
"Amo Zé delivery. Porém estou editando minha avaliação pelo seguinte. As avaliações dentro do aplicativo deveriam ir para o estabelecimento e não para os entregadores, que se matam pra fazer as entregas de forma rápida, porém muitos depósitos enviam a cerveja quente e quando reclamamos dentro do aplicativo não é o estabelecimento que é notificado e sim o entregador e acabam colocando a pessoa em último lugar pra fazer as entregas. Modifiquem isso e serão nota 10",5
Funciona bem... Só que no dia de hoje após fazer o pedido apareceu uma oferta onde dizia que por 1 centavo comprava uma spaten longe neck.... Na hora de selecionar o pagamento o app dava erro... Só funcionou depois que exclui a spaten de 1 centavo no pedido 🤣🤣🤣🤣,5
"Não conhecia, mas gostei, super fácil de usar, preço bom e chegou super rápido. Da pra acompanhar a entrega, até então tô satisfeito.",5
"Tive problemas para registrar o número de telefone, ainda assim, fui direcionado para efetuar meu pedido. Menos de 20 minutos e a cerveja chegou, geladinha e pronta para consumo. Show de bola.",5
Muito satisfeito. Pois a cerva já chega gelada.,5
minha primeira vez foi bom,5
Zé delivery tá salvando dmss!,5
prestação de serviço excelente,5
excelente,5
bom de mais,5
top,5
muito bom,5
parabéns,5
perfeito comprarei novamente muitas vezes,5
Toooop demais 🙌 vlw Zé,5
melhor coisa que aconteceu,5
otimo,5
muito bom,5
ótimo,5
esse aplicativo é o melhor continue sempre assim. Obrigada pelo atendimento e muito bom,5
melhor app de bebidas em Picos,5
bom,5
ótimo,5
"Olá, estou com receio de ter caído em um golpe, mandei um e-mail para vocês, será que poderiam me ajudar?",5
cerveja gelada e agilidade é o diferencial.,5
Show de bola,5
Zé delivery nota 10,5
entregar bebida mais rápido e mais gelada,5
ótimo serviço,5
ótimo,5
prático demais e preços justos,5
Maravilhosa o Zé,5
muito bom,5
"depois que inventaram o Zé,agora ficou mais fácil ,sempre que penso em comprar aquela brejinho,conte com o Zé.fácil,rápido e seguro.",5
Top!,5
muito bom,5
ótimo app,5
o melhor de todos 🤑,5
Só elogios nota 1000,5
Muito bom,5
app show.. parabéns,5
gosto muito do Zé delivery. praticidade nas entrega e muita agilidade . muito bom mesmo.,5
"muito bom, bom demais",5
muito bom aplicativo minha melhor escolha,5
bom,5
otima,5
"não compro mais em lugar algum. além do preço de vocês serem ótimos, ainda entregam bem gelada e muitas vezes antes do horário estipulado",5
Nota mil. Sem palavras. Excelente. Daria 10 estrelas se pudesse.,5
Preço justo,5
"muito bom, tomara q mais comércios aderi o Zé delivery... pq ele muito top.",5
Excelente,5
excelente,5
App muito bom,5
perfeito,5
melhor app de bebidas disparado,5
top tudo q tem pra dizer,5
Muito bom,5
sempre procurando o melhor pra atender os clientes,5
o melhor da atualidade,5
top estou gostando pra caramba 👍,5
"só não gostei que agora esta dando só 5,00r$ de desconto pra primeira compra",5
muito satisfeita,5
É bom.,5
melhor preço,5
"muito boa as variedades de cerveja, bem gelada e entrega super rápido",5
maravilhoso entregas grandiosas muito amor envolvido,5
muito bom mim ajudar muito,5
Entrega rápida e eficiente,5
ótimo,5
ótimo app ..rapidez e qualidade nota 10,5
voces sao 1000.,5
mto bommmmmmm,5
perfeito ótimo atendimento,5
muito boa é melhor q n precisamos sair de casa,5
bebidas super gelada sempre.,5
top Demais 😁👏👏👏👏,5
Gostei muuiito do ZE recomendo e garanto a todos eu joao assino !!!,5
rápido e fácil,5
"falta meu cash, de resto e ótimo 🤩",5
ZÉ DA UM CUPOM PRA NÓS NESSA TERÇA FEIRA DE 30% DESCONTO?!!!,5
muito bom,5
excelente,5
melhor aplicativo do mundo parabéns Zé Delivery 🤝🤜🤛👊,5
bom 👍,5
"excelente, rápido e prático",5
muito bom,5
"muito bom, parabéns!!! entrega rápida e gelada...",5
"recebi à contento,sem queixa.",5
"Excelente aplicativo, entrega rápida, bebidas geladinhas!",5
"App organizado, com produtos variados e sempre nos agraciando com cupons de desconto. ZÉ É TOP.",5
ótimo,5
entrega rapidaaa top!!!,5
Super rápido a entrega,5
bebida gelada,5
fantástico!!,5
bom demais,5
excelente 😁,5
muito bom,5
boa,5
muito bom e Rapidão eu super recomendo,5
excelente App muito bom mesmo nota 10,5
excelente,5
praticidade,5
perfeito,5
"Simplesmente quatro dias depois que o pedido não foi entregue, o aplicativo ainda não cancelou e não me estornou. Está como ""pedido em andamento"" e pra cancelar tem que preencher um formulário enorme... meu, se o pedido está em andamento há QUATRO DIAS não é óbvio que tem que cancelar? não instalem, esse é o pior app de delivery que eu já baixei, não costumo avaliar nenhum app, mas esse particularmente... é um prazer vir falar mal dele...",1
"Péssimo!! O aplicativo não funciona corretamente. Quando clicamos em ""Meus pedidos"" não é possível acessar o histórico de pedidos que já foram feitos por mim. Ele abre a opção de ""Peça e retire"" ou ""Mc delivery"". Sem contar a burocracia pra ter um reembolso que é por direito. Já fazem quase 2 meses que estou tentando preencher um formulário horrível que só dá erro. Estou bem desapontada.",1
"Horrível, propaganda que falam de descontos porém quando você vai nas lojas, os atentendes falam que a loja não aceita a promoção pois é franquia ou por não ter no sistemas. Aqui em Salvador os 3 maiores shopping eu passei por isso, os maiores sem falar os drive thru e lojas de rua. Sendo assim antes não ter o App, pois o que chama é as promoção, falam tanto pra baixar o App pra isso.",1
"Aplicativo péssimo, minha primeira entrega foi boa ... Já a segunda se quer entregaram meu pedido... Paguei em pix e não tive nem o ressarcimento da parte do McDonald's.. Simplesmente não foi entregue... E tentei de todas as formas entrar em contato com a loja e todas sem sucesso pois o único contato que tive pelo whatsapp foi com um robô... aplicativo lixo ... Se pudesse dava menos zero estrelas.",1
"O atendimento pelo Aplicativo é muito ruim. É mais demorado do que pedindo pelo ifood no mesmo restaurante. Se usa a opção retirar no local, inúmeros pedidos feitos muito após o seu, direto no restaurante, irão passar na sua frente. Se você tiver um problema com a entrega é bem difícil resolver.",1
"Não usem. Não é confiável. O pedido foi pago e depois de 1 hora de espera, simplesmente mudou o status como pedido encerrado. E a partir daí é uma burocracia infinita pra extornar o pagamento, que não foi feito até o momento.",1
"Chateada, Segunda vez que faço o pedido pelo app ou pelo Ifood e vai a mesma motoqueira sem noção (Pamela Souza) e rouba meu pedido. Através de ligação,gravada,a mesma assume ter levado os lanches embora e os app dizem que nada podem fazer.A mesma já assumiu para outros motoqueiros que desliga a localização aí chegar ao endereço e vai para outra rua. Assim consegue ficar com os produtos. Ridículo isso.",1
"Horrível, principalmente o McDelivery. Pedi um sorvete, o entregador não entregou, tentei o cancelamento pelo App e a mensagem é: vamos analisar e se aprovado o reembolso é em até 7 dias. Poxa Mc, paguei no PIX, o reembolso deveria ser instantâneo. Pelo amor de Deus! E digo mais, tá na hora do Mc melhorar a segurança das entregas, pelo menos puxar uma ficha criminal dos entregadores, cadastrá-los, sei lá, mas comer o lanche que outro já pagou é crime, pode parecer pouco, mas é crime.",1
"Total descaso com o cliente, como que o APP cancela seu pedido sem te notificar e não te devolve seu dinheiro ? Quero meu reembolso. E outra você tenta entrar em contato com alguém e não tem suporte nenhum no momento mesmo estou na linha aguardando um atendente a 20 minutos e fala que não tem ninguém disponível e pede pra aguardar desde sexta que não tem ninguém disponível. UM LIXO DE APP !",1
"Experiência de compra muito ruim, difícil de achar o produtos que se quer, queria fazer um Clique e retire de um milk-shake e não achei. Poderia ser mais intuitivo como nos totens.",1
"Boa noite venho por meio deste informa um ocorrido que aconteceu na data de hoje. 24/11/2023 Realizei um pedido pelo aplicativo Mequi (conforme fotos registros em anexos). Esse pedido foi realizado e pago por pix. No aplicativo mostra que o pedido está ""em curso"" só que ao esperar por 1 horas a entrega fui olhar novamente e entrando no acompanhamento do pedido percebi que estava cancelado sem nenhum motivo apresentado. Ao tentar resolver com o aplicativo a única saída era preencher um formulá",1
"Travado, abre telas a torta e a direita. Não aceita sodexo apesar da opção estar lá. Trava pagamento após 3 tentativas, dado a natureza travada do app não é difícil. Telefone de contato não completa ligação. Se desse pra dar 0 ☆ eu dava.",1
